Codice|CAM|Tipologia / Famiglia|Capitolo|Voce|Articolo|Unità di misura|Prezzo senza S. G.|Prezzo|Utili di impresa|Spese generali|Di cui oneri di sicurezza afferenti l'impresa|Di cui oneri di sicurezza afferenti l'impresa %|Incidenza Manodopera indiretta sul totale|Manodopera|Incidenza Manodopera diretta sul totale|Manodopera|Incidenza Oneri di sicurezza sul totale|Scostamento % senza S. G.2025|Scostamento % su anno 2025
"CAM26_U02.050.040.C"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 4 - SN 2500"|"Tubazione in resina termoindurente rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 2500 N/m², Pressione Nominale PN 4 bar e comunque non superiori ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 2500 DN 400 mm"|"m"|"134.51017"|"173.11"|"15.73769"|"22.86673"|"1.14334"|"5,00"|"4,05"|"7.01400"|"4,05"|"7.01400"|"0,66"|""|""
"CAM26_U02.050.040.D"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 4 - SN 2500"|"Tubazione in resina termoindurente rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 2500 N/m², Pressione Nominale PN 4 bar e comunque non superiori ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 2500 DN 450 mm"|"m"|"143.07377"|"184.14"|"16.73963"|"24.32254"|"1.21613"|"5,00"|"4,19"|"7.71540"|"4,19"|"7.71540"|"0,66"|""|""
"CAM26_U02.050.040.E"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 4 - SN 2500"|"Tubazione in resina termoindurente rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 2500 N/m², Pressione Nominale PN 4 bar e comunque non superiori ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 2500 DN 500 mm"|"m"|"161.77595"|"208.21"|"18.92779"|"27.50191"|"1.37510"|"5,00"|"3,71"|"7.71540"|"3,71"|"7.71540"|"0,66"|""|""
"CAM26_U02.050.040.F"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 4 - SN 2500"|"Tubazione in resina termoindurente rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 2500 N/m², Pressione Nominale PN 4 bar e comunque non superiori ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 2500 DN 600 mm"|"m"|"217.85981"|"280.39"|"25.48960"|"37.03617"|"1.85181"|"5,00"|"3,00"|"8.41680"|"3,00"|"8.41680"|"0,66"|""|""
"CAM26_U02.050.040.G"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 4 - SN 2500"|"Tubazione in resina termoindurente rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 2500 N/m², Pressione Nominale PN 4 bar e comunque non superiori ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 2500 DN 700 mm"|"m"|"257.87775"|"331.89"|"30.17170"|"43.83922"|"2.19196"|"5,00"|"2,54"|"8.41680"|"2,54"|"8.41680"|"0,66"|""|""
"CAM26_U02.050.040.H"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 4 - SN 2500"|"Tubazione in resina termoindurente rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 2500 N/m², Pressione Nominale PN 4 bar e comunque non superiori ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 2500 DN 800 mm"|"m"|"329.74595"|"424.38"|"38.58028"|"56.05681"|"2.80284"|"5,00"|"2,15"|"9.11820"|"2,15"|"9.11820"|"0,66"|""|""
"CAM26_U02.050.040.I"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 4 - SN 2500"|"Tubazione in resina termoindurente rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 2500 N/m², Pressione Nominale PN 4 bar e comunque non superiori ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 2500 DN 900 mm"|"m"|"397.02966"|"510.98"|"46.45247"|"67.49504"|"3.37475"|"5,00"|"1,92"|"9.81960"|"1,92"|"9.81960"|"0,66"|""|""
"CAM26_U02.050.040.J"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 4 - SN 2500"|"Tubazione in resina termoindurente rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 2500 N/m², Pressione Nominale PN 4 bar e comunque non superiori ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 2500 DN 1000 mm"|"m"|"456.24251"|"587.18"|"53.38037"|"77.56123"|"3.87806"|"5,00"|"1,67"|"9.81960"|"1,67"|"9.81960"|"0,66"|""|""
"CAM26_U02.050.040.K"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 4 - SN 2500"|"Tubazione in resina termoindurente rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 2500 N/m², Pressione Nominale PN 4 bar e comunque non superiori ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 2500 DN 1100 mm"|"m"|"558.68116"|"719.02"|"65.36570"|"94.97580"|"4.74879"|"5,00"|"1,46"|"10.52100"|"1,46"|"10.52100"|"0,66"|""|""
"CAM26_U02.050.040.L"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 4 - SN 2500"|"Tubazione in resina termoindurente rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 2500 N/m², Pressione Nominale PN 4 bar e comunque non superiori ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 2500 DN 1200 mm"|"m"|"637.94457"|"821.03"|"74.63952"|"108.45058"|"5.42253"|"5,00"|"1,37"|"11.22240"|"1,37"|"11.22240"|"0,66"|""|""
"CAM26_U02.050.040.M"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 4 - SN 2500"|"Tubazione in resina termoindurente rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 2500 N/m², Pressione Nominale PN 4 bar e comunque non superiori ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 2500 DN 1300 mm"|"m"|"774.82566"|"997.20"|"90.65460"|"131.72036"|"6.58602"|"5,00"|"1,27"|"12.62520"|"1,27"|"12.62520"|"0,66"|""|""
"CAM26_U02.050.040.N"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 4 - SN 2500"|"Tubazione in resina termoindurente rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 2500 N/m², Pressione Nominale PN 4 bar e comunque non superiori ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 2500 DN 1400 mm"|"m"|"865.69041"|"1114.14"|"101.28578"|"147.16737"|"7.35837"|"5,00"|"1,26"|"14.02800"|"1,26"|"14.02800"|"0,66"|""|""
"CAM26_U02.050.040.O"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 4 - SN 2500"|"Tubazione in resina termoindurente rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 2500 N/m², Pressione Nominale PN 4 bar e comunque non superiori ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 2500 DN 1500 mm"|"m"|"956.24843"|"1230.69"|"111.88107"|"162.56223"|"8.12811"|"5,00"|"1,37"|"16.83360"|"1,37"|"16.83360"|"0,66"|""|""
"CAM26_U02.050.040.P"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 4 - SN 2500"|"Tubazione in resina termoindurente rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 2500 N/m², Pressione Nominale PN 4 bar e comunque non superiori ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 2500 DN 1600 mm"|"m"|"1080.88550"|"1391.10"|"126.46360"|"183.75054"|"9.18753"|"5,00"|"1,26"|"17.53500"|"1,26"|"17.53500"|"0,66"|""|""
"CAM26_U02.050.040.Q"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 4 - SN 2500"|"Tubazione in resina termoindurente rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 2500 N/m², Pressione Nominale PN 4 bar e comunque non superiori ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 2500 DN 1700 mm"|"m"|"1187.50718"|"1528.32"|"138.93834"|"201.87622"|"10.09381"|"5,00"|"1,15"|"17.53500"|"1,15"|"17.53500"|"0,66"|""|""
"CAM26_U02.050.040.R"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 4 - SN 2500"|"Tubazione in resina termoindurente rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 2500 N/m², Pressione Nominale PN 4 bar e comunque non superiori ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 2500 DN 1800 mm"|"m"|"1328.07856"|"1709.24"|"155.38519"|"225.77336"|"11.28867"|"5,00"|"1,07"|"18.23640"|"1,07"|"18.23640"|"0,66"|""|""
"CAM26_U02.050.040.S"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 4 - SN 2500"|"Tubazione in resina termoindurente rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 2500 N/m², Pressione Nominale PN 4 bar e comunque non superiori ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 2500 DN 1900 mm"|"m"|"1465.67216"|"1886.32"|"171.48364"|"249.16427"|"12.45821"|"5,00"|"1,00"|"18.93780"|"1,00"|"18.93780"|"0,66"|""|""
"CAM26_U02.050.040.T"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 4 - SN 2500"|"Tubazione in resina termoindurente rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 2500 N/m², Pressione Nominale PN 4 bar e comunque non superiori ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 2500 DN 2000 mm"|"m"|"1597.50301"|"2055.99"|"186.90785"|"271.57551"|"13.57878"|"5,00"|"0,96"|"19.63920"|"0,96"|"19.63920"|"0,66"|""|""
"CAM26_U02.050.040.U"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 4 - SN 2500"|"Tubazione in resina termoindurente rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 2500 N/m², Pressione Nominale PN 4 bar e comunque non superiori ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 2500 DN 2100 mm"|"m"|"1729.50400"|"2225.87"|"202.35197"|"294.01568"|"14.70078"|"5,00"|"0,95"|"21.04200"|"0,95"|"21.04200"|"0,66"|""|""
"CAM26_U02.050.040.V"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 4 - SN 2500"|"Tubazione in resina termoindurente rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 2500 N/m², Pressione Nominale PN 4 bar e comunque non superiori ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 2500 DN 2200 mm"|"m"|"1873.47051"|"2411.16"|"219.19605"|"318.48999"|"15.92450"|"5,00"|"0,96"|"23.14620"|"0,96"|"23.14620"|"0,66"|""|""
"CAM26_U02.050.040.W"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 4 - SN 2500"|"Tubazione in resina termoindurente rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 2500 N/m², Pressione Nominale PN 4 bar e comunque non superiori ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 2500 DN 2300 mm"|"m"|"2030.93218"|"2613.81"|"237.61907"|"345.25847"|"17.26292"|"5,00"|"0,99"|"25.95180"|"0,99"|"25.95180"|"0,66"|""|""
"CAM26_U02.050.040.X"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 4 - SN 2500"|"Tubazione in resina termoindurente rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 2500 N/m², Pressione Nominale PN 4 bar e comunque non superiori ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 2500 DN 2400 mm"|"m"|"2305.81824"|"2967.59"|"269.78073"|"391.98910"|"19.59946"|"5,00"|"0,95"|"28.05600"|"0,95"|"28.05600"|"0,66"|""|""
"CAM26_U02.050.040.Y"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 4 - SN 2500"|"Tubazione in resina termoindurente rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 2500 N/m², Pressione Nominale PN 4 bar e comunque non superiori ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 2500 DN 2500 mm"|"m"|"2455.57799"|"3160.33"|"287.30263"|"417.44826"|"20.87241"|"5,00"|"1,02"|"32.26440"|"1,02"|"32.26440"|"0,66"|""|""
"CAM26_U02.050.040.Z"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazione in resina termoindurente  CLASSE C - PN 4 - SN 2500"|"Tubazione in resina termoindurente rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 2500 N/m², Pressione Nominale PN 4 bar e comunque non superiori ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring di tenuta e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 2500 DN 2600 mm"|"m"|"2630.80274"|"3385.84"|"307.80392"|"447.23647"|"22.36182"|"5,00"|"1,12"|"37.87560"|"1,12"|"37.87560"|"0,66"|""|""
"CAM26_U02.050.050.A"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazion in resina termoindurente CLASSE C - PN 4 - SN 10000"|"Tubazione in resina termoindurente, rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 4 bar e comunque non superiore ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 10000 DN 300 mm"|"m"|"109.00108"|"140.28"|"12.75313"|"18.53018"|"0.92651"|"5,00"|"4,50"|"6.31260"|"4,50"|"6.31260"|"0,66"|""|""
"CAM26_U02.050.050.AA"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazion in resina termoindurente CLASSE C - PN 4 - SN 10000"|"Tubazione in resina termoindurente, rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 4 bar e comunque non superiore ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 10000 DN 2700 mm"|"m"|"4542.78040"|"5846.56"|"531.50531"|"772.27267"|"38.61363"|"5,00"|"0,74"|"43.48680"|"0,74"|"43.48680"|"0,66"|""|""
"CAM26_U02.050.050.AB"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazion in resina termoindurente CLASSE C - PN 4 - SN 10000"|"Tubazione in resina termoindurente, rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 4 bar e comunque non superiore ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 10000 DN 2800 mm"|"m"|"4832.43507"|"6219.34"|"565.39490"|"821.51396"|"41.07570"|"5,00"|"0,81"|"50.50080"|"0,81"|"50.50080"|"0,66"|""|""
"CAM26_U02.050.050.AC"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazion in resina termoindurente CLASSE C - PN 4 - SN 10000"|"Tubazione in resina termoindurente, rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 4 bar e comunque non superiore ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 10000 DN 2900 mm"|"m"|"5112.43358"|"6579.70"|"598.15473"|"869.11371"|"43.45569"|"5,00"|"0,86"|"56.81340"|"0,86"|"56.81340"|"0,66"|""|""
"CAM26_U02.050.050.AD"|""|"URBANIZZAZIONI - TUBAZIONI"|"CONDOTTE IN VETRORESINA"|"Tubazion in resina termoindurente CLASSE C - PN 4 - SN 10000"|"Tubazione in resina termoindurente, rinforzate con fibre di vetro (P.R.F.V.), prodotta su mandrino per avvolgimento di fibre di vetro continue (rovings), impregnata di resina, classe ''C'', rigidità trasversale 10000 N/m², Pressione Nominale PN 4 bar e comunque non superiore ai 10 bar, con estremità per giunto Maschio/Bicchiere con doppio O-ring e nipplo di prova, con lunghezza di barra pari a 12 m. CLASSE C - PN 4 - SN 10000 DN 3000 mm"|"m"|"5520.25889"|"7104.57"|"645.87029"|"938.44401"|"46.92220"|"5,00"|"0,85"|"60.32040"|"0,85"|"60.32040"|"0,66"|""|""
